Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child CPS,Child Justice,Child Welfare,Parent Demographics,Parent Welfare,Perp Demographics,Perp Welfare,All CPS,All Health
1340,1562,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Neutral,Fair,Somewhat Unfair,,Somewhat Fair,Fair,,Very Fair,Neutral
1341,1293,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Fair,Somewhat Fair,Somewhat Fair,Fair,Fair,Fair,Somewhat Fair,Somewhat Fair,Fair
1342,1337,18-29,Bachelor,Male,,25000-50000,false,false,false,false,false,Native American,cps,properties first,Somewhat Fair,Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Unfair,Unfair,Fair,Somewhat Fair,Somewhat Unfair
1343,1553,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,cps,fairness first,Very Unfair,Somewhat Fair,Fair,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Unfair,Somewhat Fair,Somewhat Unfair
1344,799,18-29,Bachelor,Female,,75000-100000,false,true,false,false,false,,cps,properties first,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair
1345,2349,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Unfair,Very Fair,Very Unfair,Very Fair,Very Fair,Very Unfair
1346,1843,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,properties first,Very Unfair,Very Fair,Neutral,Fair,Fair,Very Fair,Very Fair,Neutral,Neutral,Fair
1347,1148,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Neutral,Unfair,Unfair,Very Unfair,Very Unfair,,Unfair,Unfair,Unfair,Very Unfair
1348,2457,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,cps,fairness first,,Fair,Fair,Somewhat Fair,Fair,Fair,Very Fair,Fair,Somewhat Fair,Very Fair
1349,406,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Fair,Somewhat Fair,Fair,Fair,Somewhat Fair,Fair,Somewhat Fair,Fair,Fair
1350,606,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Very Unfair,Somewhat Fair,Somewhat Fair,Neutral,Very Unfair,Neutral,Very Unfair,Neutral,Neutral,Neutral
1351,1068,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Fair,Somewhat Fair,Fair,Neutral,Fair,Somewhat Fair,Fair,Fair,Fair,Somewhat Fair
1352,1863,30-39,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Unfair,Very Fair,Neutral,Very Fair,Very Unfair,Neutral,Very Unfair,Neutral,Fair,Very Fair
1353,1891,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Somewhat Fair,Fair,Very Fair,Fair,Fair,Fair,Somewhat Fair,Fair,Very Fair,Somewhat Fair
1354,962,70 up,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Fair,Unfair,Very Unfair,Very Unfair,Unfair,Somewhat Unfair,Fair,Very Fair,Unfair,Unfair
1355,2958,18-29,Bachelor,Male,,>100000,false,false,true,false,false,,cps,properties first,Neutral,Fair,Fair,Somewhat Unfair,Very Unfair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Fair,Neutral
1356,430,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Neutral,Neutral,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Fair
1357,1360,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Fair,Neutral,Very Fair,Somewhat Fair,Neutral,Somewhat Fair,Fair,Somewhat Fair,Somewhat Fair
1358,3152,30-39,High School,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Very Unfair,Very Fair,Somewhat Fair,Very Fair,Very Unfair,Very Fair,Very Unfair,Very Fair,Very Fair,Somewhat Fair
1359,1570,30-39,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,cps,properties first,Unfair,Very Fair,Somewhat Fair,Very Unfair,Unfair,Unfair,Unfair,Very Unfair,Very Fair,Fair
