Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1304,2891,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,cps,fairness first,Very Fair,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Somewhat Disagree,Disagree,Agree,Neutral,Disagree,Somewhat Agree,Fair,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree
1305,1814,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Unfair,Strongly Agree,Disagree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Agree
1306,1258,18-29,High School,Male,,<25000,false,false,false,true,false,,cps,fairness first,Unfair,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Very Fair,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Very Fair,Strongly Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Very Fair,Somewhat Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Neutral
1307,1037,60-69,High School,Male,,<25000,false,false,false,true,false,,cps,fairness first,Very Fair,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Agree,Very Fair,Agree,Agree,Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Unfair,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Somewhat Fair,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Unfair,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Somewhat Fair,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Very Fair,Agree,Neutral,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Fair,Somewhat Agree,Neutral,Disagree,Agree,Agree,Neutral,Somewhat Agree
1308,2529,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,false,true,,cps,fairness first,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
1309,909,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Somewhat Agree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Unfair,Agree,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Unfair,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Fair,Agree,Agree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Disagree
1310,3297,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Somewhat Agree,,,Somewhat Agree
1311,676,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree
1312,2183,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Very Fair,,Neutral,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree
1313,1188,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Very Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Very Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Neutral,Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree
1314,2756,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Fair,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1315,556,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Fair,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree
1316,1700,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree
1317,1446,40-49,Bachelor,Female,,<25000,false,true,false,false,false,,cps,properties first,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral
1318,1682,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,cps,properties first,Very Unfair,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Disagree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Unfair,Agree,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Very Unfair,Strongly Agree,Disagree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Very Unfair,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Unfair,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Unfair,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree
1319,746,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Unfair,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Unfair,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Unfair,Agree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree
1320,2484,30-39,High School,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Very Unfair,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Somewhat Agree,Unfair,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Very Unfair,Somewhat Agree,Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree
1321,1034,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Very Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Very Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree
1322,1375,18-29,High School,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Neutral,Fair,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Unfair,Somewhat Agree,Disagree,,Somewhat Disagree,Agree,Agree,Somewhat Agree,Very Unfair,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Agree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree
1323,1500,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,cps,properties first,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree
1324,1440,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree
1325,2796,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,cps,properties first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Unfair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree
